customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
8717-GNVDE,Male,0,Yes,Yes,46,No,No,Fiber optic,No internet service,No internet service,No internet service,No,No,No,Month-to-month,Yes,Electronic check,34.69,1595.74,No
6019-GNVDE,Male,1,No,No,68,Yes,No phone service,Fiber optic,Yes,No,Yes,No,Yes,No internet service,One year,Yes,Electronic check,32.33,2198.44,No
2477-VHVEG,Female,0,Yes,Yes,60,No,No phone service,Fiber optic,No internet service,Yes,No,Yes,Yes,No internet service,Month-to-month,No,Electronic check,79.88,4792.8,No
7995-QPYBK,Female,0,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No,No,No,Month-to-month,Yes,Electronic check,27.96,699.0,No
8169-QPYBK,Female,0,No,No,14,Yes,Yes,DSL,No internet service,Yes,No internet service,Yes,No,No,Month-to-month,Yes,Credit card (automatic),98.51,1379.14,No
5330-HZTQW,Male,1,Yes,No,48,Yes,No phone service,Fiber optic,No internet service,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,67.42,3236.16,No
5604-VHVEG,Female,1,Yes,Yes,46,No,No,Fiber optic,Yes,Yes,No,No,Yes,No internet service,Two year,Yes,Credit card (automatic),34.3,1577.8,Yes
3186-VHVEG,Male,0,No,Yes,63,No,Yes,No,Yes,No,No internet service,No,No internet service,Yes,Month-to-month,No,Mailed check,113.64,7159.32,No
8562-QPYBK,Female,0,No,Yes,7,No,No phone service,Fiber optic,No internet service,No internet service,No internet service,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),95.79,670.53,No
3064-QPYBK,Female,0,Yes,No,39,Yes,No phone service,No,No internet service,No internet service,No internet service,Yes,Yes,No,One year,Yes,Electronic check,39.12,1525.68,No
3199-HZTQW,Male,0,No,No,63,Yes,No phone service,Fiber optic,No internet service,Yes,No internet service,Yes,Yes,No,Two year,Yes,Mailed check,103.66,6530.58,No
7824-QPYBK,Female,0,Yes,No,2,No,No phone service,No,No,Yes,No internet service,Yes,Yes,No,One year,Yes,Credit card (automatic),93.51,187.02,No
8183-VHVEG,Male,0,No,No,9,No,Yes,No,Yes,Yes,No internet service,Yes,No internet service,Yes,Two year,No,Electronic check,104.38,939.42,No
8198-VHVEG,Female,0,Yes,Yes,60,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No,No internet service,No,One year,Yes,Electronic check,76.67,4600.2,No
2570-HZTQW,Male,1,Yes,Yes,19,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),81.06,1540.14,No
1025-VHVEG,Male,0,Yes,Yes,61,No,No phone service,DSL,No internet service,No internet service,No,No,No internet service,Yes,Month-to-month,No,Mailed check,113.36,6914.96,No
2451-QPYBK,Female,0,No,No,60,No,Yes,DSL,No,No internet service,No internet service,No,Yes,No,One year,Yes,Electronic check,44.68,2680.8,No
5610-GNVDE,Female,0,Yes,Yes,9,Yes,No,DSL,No,Yes,No,No,No internet service,No internet service,One year,No,Credit card (automatic),82.57,743.13,No
4670-MOTEO,Female,1,No,Yes,49,Yes,Yes,No,Yes,No,No,No,Yes,No internet service,Two year,No,Credit card (automatic),48.28,2365.72,No
2149-HZTQW,Male,1,No,Yes,12,Yes,No,Fiber optic,Yes,No internet service,No internet service,No internet service,No,Yes,One year,No,Electronic check,58.7,704.4,Yes
3157-GNVDE,Male,0,No,Yes,33,No,No phone service,No,Yes,No,No,No,No internet service,No,Month-to-month,Yes,Electronic check,40.16,1325.28,No
3686-VHVEG,Female,0,Yes,Yes,21,No,No phone service,No,No,No,Yes,Yes,No internet service,No,Two year,Yes,Credit card (automatic),117.87,2475.27,No
8419-QPYBK,Female,0,Yes,No,70,No,Yes,No,No internet service,No internet service,Yes,No internet service,No,Yes,One year,Yes,Electronic check,26.25,1837.5,No
9399-MOTEO,Female,0,No,No,39,Yes,No phone service,No,Yes,Yes,No,Yes,No,No internet service,One year,No,Electronic check,86.79,3384.81,Yes
4321-QPYBK,Female,0,No,No,21,No,No,DSL,No,No,No,No internet service,No,No,One year,Yes,Mailed check,42.83,899.43,No
5164-MOTEO,Female,0,No,Yes,65,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No internet service,No internet service,One year,No,Credit card (automatic),105.48,6856.2,No
5843-HZTQW,Male,0,No,No,5,Yes,No phone service,No,No,Yes,No internet service,No,No internet service,No internet service,Two year,Yes,Credit card (automatic),92.48,462.4,No
2289-GNVDE,Female,0,No,No,8,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No,Two year,No,Mailed check,87.12,696.96,Yes
3016-GNVDE,Male,0,Yes,Yes,10,No,No,DSL,No internet service,No internet service,No,No,No internet service,No,One year,No,Mailed check,44.35,443.5,Yes
4504-VHVEG,Male,0,No,Yes,37,Yes,Yes,DSL,No internet service,Yes,No internet service,No internet service,No internet service,No,Two year,Yes,Electronic check,72.5,2682.5,No
2437-MOTEO,Female,0,No,No,12,No,Yes,No,Yes,No,No internet service,Yes,No,No internet service,One year,Yes,Mailed check,115.29,1383.48,No
9661-MOTEO,Female,0,Yes,Yes,40,No,No,Fiber optic,No,No,No internet service,Yes,No,No,Two year,Yes,Mailed check,84.05,3362.0,No
6358-GNVDE,Male,0,No,No,71,No,Yes,Fiber optic,Yes,No,No,No internet service,No internet service,Yes,One year,No,Bank transfer (automatic),47.23,3353.33,Yes
1001-QPYBK,Female,0,No,No,44,No,No phone service,No,No,No,No internet service,No internet service,No,No,Month-to-month,No,Mailed check,80.65,3548.6,No
2914-HZTQW,Female,0,No,No,24,Yes,No phone service,Fiber optic,No internet service,No internet service,No,Yes,No internet service,Yes,One year,No,Bank transfer (automatic),51.53,1236.72,No
1971-GNVDE,Male,0,Yes,Yes,12,No,Yes,DSL,Yes,No internet service,No internet service,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),105.85,1270.2,Yes
5006-VHVEG,Male,0,Yes,No,58,Yes,No,Fiber optic,No,No,No internet service,No,No internet service,No,One year,No,Bank transfer (automatic),31.89,1849.62,No
8753-MOTEO,Female,0,No,Yes,46,Yes,Yes,DSL,Yes,No internet service,No internet service,No internet service,No internet service,Yes,Two year,Yes,Electronic check,43.31,1992.26,No
7058-MOTEO,Female,0,Yes,Yes,56,Yes,Yes,Fiber optic,Yes,No internet service,Yes,No internet service,Yes,Yes,One year,Yes,Bank transfer (automatic),98.94,5540.64,No
7299-QPYBK,Female,0,No,No,48,Yes,No phone service,No,No internet service,Yes,No,No internet service,Yes,No internet service,Two year,No,Bank transfer (automatic),56.77,2724.96,No
5358-QPYBK,Female,0,No,Yes,32,No,No,No,No internet service,No internet service,Yes,No,No internet service,No,Month-to-month,No,Bank transfer (automatic),60.43,1933.76,Yes
4333-VHVEG,Female,0,No,No,62,No,No phone service,No,Yes,No,No internet service,No,No internet service,No internet service,Month-to-month,No,Electronic check,94.93,5885.66,No
6009-VHVEG,Female,0,Yes,No,38,No,Yes,DSL,No,No internet service,No internet service,Yes,No internet service,No internet service,One year,Yes,Electronic check,116.3,4419.4,No
3744-GNVDE,Female,0,Yes,No,13,Yes,No,No,Yes,Yes,Yes,No internet service,No internet service,No,One year,Yes,Electronic check,53.04,689.52,No
8442-QPYBK,Female,0,No,No,0,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),53.7,53.7,No
2255-QPYBK,Female,0,No,No,7,Yes,No,No,Yes,No internet service,No internet service,No,Yes,No internet service,One year,No,Electronic check,53.56,374.92,No
3698-VHVEG,Female,0,Yes,Yes,67,Yes,Yes,DSL,No internet service,No,No internet service,No internet service,No,No internet service,Month-to-month,No,Electronic check,27.54,1845.18,No
3409-HZTQW,Female,0,Yes,No,40,Yes,No,Fiber optic,No,No internet service,No,Yes,No internet service,No,Two year,Yes,Bank transfer (automatic),116.92,4676.8,No
7789-VHVEG,Male,1,Yes,No,52,No,No phone service,DSL,Yes,Yes,No internet service,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),46.95,2441.4,No
2780-VHVEG,Female,1,Yes,No,36,Yes,No phone service,DSL,Yes,No,No internet service,No,No,No,Two year,Yes,Credit card (automatic),108.87,3919.32,Yes
8658-GNVDE,Female,1,Yes,Yes,60,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),33.72,2023.2,No
3978-MOTEO,Female,0,No,No,24,Yes,No phone service,No,No,No internet service,No internet service,No internet service,Yes,No,One year,Yes,Credit card (automatic),62.78,1506.72,Yes
1646-VHVEG,Male,1,No,No,53,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),31.7,1680.1,No
8359-MOTEO,Female,0,No,Yes,26,No,No phone service,DSL,No internet service,No internet service,No,Yes,No,Yes,One year,No,Mailed check,20.14,523.64,No
9449-GNVDE,Female,0,Yes,Yes,33,No,No phone service,DSL,Yes,No internet service,No internet service,Yes,No,No,Month-to-month,No,Credit card (automatic),59.06,1948.98,Yes
7040-VHVEG,Female,0,No,No,3,No,Yes,No,Yes,No,No internet service,No,No internet service,Yes,Month-to-month,No,Credit card (automatic),88.71,266.13,No
7610-VHVEG,Male,0,Yes,No,55,No,No,No,No,No internet service,No,No,Yes,Yes,Month-to-month,No,Mailed check,73.85,4061.75,No
8624-HZTQW,Male,0,No,Yes,56,No,No phone service,DSL,No,Yes,No internet service,No,Yes,No internet service,Two year,No,Electronic check,111.32,6233.92,No
1026-QPYBK,Male,0,Yes,No,34,Yes,Yes,No,Yes,No,No internet service,No,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),108.68,3695.12,No
3651-GNVDE,Female,0,Yes,Yes,61,Yes,No,Fiber optic,Yes,No,No internet service,No,No,Yes,Month-to-month,Yes,Electronic check,26.83,1636.63,Yes
9761-VHVEG,Male,0,No,No,62,No,No,DSL,Yes,Yes,Yes,No internet service,Yes,Yes,Month-to-month,No,Mailed check,41.83,2593.46,No
7021-QPYBK,Male,0,No,No,18,Yes,Yes,DSL,No internet service,No,No,Yes,No,No internet service,Month-to-month,No,Credit card (automatic),59.51,1071.18,No
4188-HZTQW,Female,0,Yes,No,21,No,No phone service,Fiber optic,Yes,No internet service,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),96.85,2033.85,No
6020-QPYBK,Female,0,No,Yes,66,No,Yes,No,Yes,No internet service,No internet service,No internet service,No,No,One year,Yes,Electronic check,97.85,6458.1,No
8912-GNVDE,Female,0,Yes,No,17,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No internet service,No,No internet service,One year,No,Bank transfer (automatic),110.4,1876.8,No
1708-GNVDE,Female,1,No,Yes,37,No,Yes,DSL,No,Yes,No internet service,Yes,No internet service,No,Month-to-month,Yes,Credit card (automatic),88.04,3257.48,Yes
6643-VHVEG,Female,0,Yes,No,26,No,No,Fiber optic,No,No,No internet service,No internet service,No,No internet service,One year,No,Bank transfer (automatic),94.32,2452.32,No
3904-MOTEO,Male,0,No,Yes,39,No,Yes,DSL,Yes,No,No internet service,No,No,No internet service,One year,No,Mailed check,98.4,3837.6,No
1405-MOTEO,Female,0,Yes,No,24,No,Yes,No,No internet service,No internet service,No internet service,Yes,No internet service,Yes,One year,No,Credit card (automatic),67.64,1623.36,No
8016-GNVDE,Male,0,Yes,No,66,No,No,DSL,No internet service,No internet service,No,No,Yes,No internet service,One year,Yes,Credit card (automatic),85.72,5657.52,No
7479-HZTQW,Female,0,No,No,15,No,No phone service,DSL,No,No,No,Yes,No,No,One year,Yes,Credit card (automatic),50.42,756.3,No
2180-MOTEO,Female,0,Yes,Yes,68,No,No phone service,DSL,No,No,No internet service,Yes,No internet service,No internet service,One year,Yes,Credit card (automatic),115.49,7853.32,No
3254-MOTEO,Female,0,Yes,Yes,34,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Two year,No,Electronic check,86.62,2945.08,Yes
1668-GNVDE,Male,0,Yes,No,3,No,No phone service,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),79.18,237.54,No
9436-HZTQW,Female,0,Yes,Yes,13,Yes,No phone service,DSL,No,Yes,No internet service,No,Yes,No internet service,Two year,Yes,Credit card (automatic),97.37,1265.81,Yes
1702-QPYBK,Female,1,No,No,27,Yes,No phone service,No,Yes,Yes,No,No,Yes,No internet service,Month-to-month,Yes,Mailed check,48.41,1307.07,No
5402-HZTQW,Male,0,Yes,Yes,25,No,No phone service,DSL,No,Yes,No,No,No internet service,No internet service,Two year,No,Electronic check,82.04,2051.0,Yes
1049-HZTQW,Male,0,Yes,Yes,0,No,No,No,No internet service,Yes,No,Yes,Yes,No internet service,One year,No,Electronic check,28.1,28.1,No
3342-VHVEG,Male,0,Yes,Yes,43,Yes,Yes,DSL,No internet service,No internet service,No internet service,Yes,Yes,Yes,One year,No,Mailed check,101.9,4381.7,No
6214-MOTEO,Male,0,Yes,No,9,Yes,No,No,No,No,No internet service,No internet service,Yes,No internet service,One year,Yes,Mailed check,44.47,400.23,No
9304-QPYBK,Female,0,No,Yes,7,Yes,No,No,Yes,No,No internet service,Yes,Yes,Yes,One year,Yes,Mailed check,79.19,554.33,Yes
6593-GNVDE,Female,0,Yes,No,2,Yes,No phone service,No,No,No,No internet service,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),64.28,128.56,Yes
1904-QPYBK,Male,0,Yes,No,59,Yes,No phone service,DSL,No,No internet service,Yes,No internet service,No internet service,Yes,One year,No,Mailed check,55.45,3271.55,No
6429-HZTQW,Male,0,No,Yes,10,Yes,No phone service,DSL,No,No internet service,No,No internet service,Yes,No,One year,No,Credit card (automatic),81.39,813.9,Yes
9468-HZTQW,Female,0,No,No,26,No,No,No,No internet service,Yes,No,No internet service,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),49.64,1290.64,Yes
7162-QPYBK,Male,0,No,No,43,Yes,Yes,No,Yes,No internet service,No internet service,No,No internet service,No internet service,Two year,No,Bank transfer (automatic),36.84,1584.12,No
3959-MOTEO,Female,0,No,Yes,37,No,No,Fiber optic,Yes,No internet service,Yes,No internet service,No,No,One year,No,Mailed check,117.76,4357.12,No
9748-VHVEG,Female,0,Yes,Yes,29,Yes,No phone service,Fiber optic,No,No,Yes,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),86.97,2522.13,No
5022-HZTQW,Male,0,Yes,Yes,30,No,Yes,DSL,No,Yes,No internet service,Yes,No,No,One year,Yes,Bank transfer (automatic),112.02,3360.6,No
4223-QPYBK,Female,0,No,No,61,No,No phone service,No,Yes,Yes,Yes,Yes,No internet service,No,One year,Yes,Electronic check,86.58,5281.38,No
3690-VHVEG,Male,0,No,No,32,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),99.61,3187.52,No
5997-GNVDE,Female,0,No,No,23,Yes,No,No,No,No internet service,No,No internet service,No internet service,Yes,One year,No,Mailed check,21.46,493.58,No
1847-HZTQW,Female,0,Yes,Yes,32,No,No phone service,No,No,No,No internet service,No internet service,Yes,No,Two year,No,Credit card (automatic),41.83,1338.56,No
3451-QPYBK,Female,0,Yes,No,27,Yes,No,No,No internet service,Yes,Yes,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),61.24,1653.48,No
8672-VHVEG,Male,0,No,Yes,16,No,Yes,DSL,Yes,No internet service,No internet service,Yes,No,No internet service,Two year,Yes,Mailed check,49.66,794.56,No
7293-GNVDE,Female,0,Yes,No,34,No,Yes,Fiber optic,No,Yes,No,No internet service,Yes,No,Two year,No,Mailed check,45.6,1550.4,Yes
5650-VHVEG,Male,0,No,Yes,13,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,42.74,555.62,No
8005-VHVEG,Female,0,No,No,13,No,Yes,DSL,No internet service,No,No,No internet service,No,Yes,Month-to-month,Yes,Mailed check,39.89,518.57,Yes
8532-MOTEO,Female,1,No,Yes,57,No,Yes,Fiber optic,No,Yes,No internet service,No internet service,Yes,Yes,Two year,No,Electronic check,30.85,1758.45,Yes
9944-VHVEG,Male,0,No,Yes,28,No,Yes,No,No,No,Yes,No internet service,Yes,No internet service,Two year,No,Electronic check,73.31,2052.68,No
1308-QPYBK,Female,0,No,No,26,No,No,No,No internet service,No internet service,No internet service,No internet service,No,No,One year,Yes,Electronic check,76.92,1999.92,No
8460-GNVDE,Male,1,No,No,29,No,Yes,DSL,No internet service,No internet service,No internet service,No,No internet service,Yes,Two year,Yes,Credit card (automatic),105.12,3048.48,Yes
9141-GNVDE,Male,0,Yes,Yes,45,Yes,No,No,No internet service,No internet service,No,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),90.73,4082.85,No
9022-MOTEO,Female,0,Yes,Yes,6,No,Yes,DSL,No,No internet service,No internet service,Yes,Yes,No internet service,Two year,No,Credit card (automatic),98.47,590.82,No
8443-VHVEG,Male,0,No,No,60,No,No phone service,No,No internet service,No,Yes,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),74.92,4495.2,No
6049-VHVEG,Female,0,No,No,14,Yes,No phone service,Fiber optic,No internet service,No,No internet service,No,No,No,Month-to-month,No,Mailed check,32.55,455.7,No
5348-MOTEO,Male,1,No,No,10,No,No,DSL,No,No,No,Yes,No,Yes,One year,No,Mailed check,74.32,743.2,No
5873-MOTEO,Female,0,Yes,Yes,66,Yes,No phone service,No,No,No,No,No,Yes,No,Two year,No,Mailed check,91.26,6023.16,No
3221-QPYBK,Male,0,No,Yes,33,No,No,No,Yes,No,No internet service,Yes,Yes,No internet service,Two year,No,Bank transfer (automatic),47.54,1568.82,No
3752-QPYBK,Female,0,Yes,Yes,3,Yes,No,No,No internet service,No internet service,Yes,No,No,No internet service,Two year,No,Mailed check,69.24,207.72,No
1915-GNVDE,Male,0,No,Yes,8,No,Yes,Fiber optic,No,No internet service,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),76.13,609.04,No
6063-QPYBK,Female,0,No,No,70,Yes,No,DSL,Yes,No internet service,No internet service,No,Yes,No internet service,Month-to-month,No,Mailed check,71.34,4993.8,No
9077-HZTQW,Male,0,No,No,43,No,Yes,No,No internet service,Yes,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),103.47,4449.21,Yes
1070-GNVDE,Male,0,No,Yes,43,No,No,Fiber optic,No internet service,No internet service,No internet service,Yes,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),100.38,4316.34,Yes
9851-VHVEG,Male,1,No,No,70,No,Yes,DSL,No,No,Yes,Yes,No internet service,No,Two year,Yes,Credit card (automatic),77.08,5395.6,Yes
6160-GNVDE,Male,0,No,Yes,13,No,No phone service,DSL,No internet service,No,No,No internet service,No internet service,No,Two year,No,Credit card (automatic),44.71,581.23,Yes
1989-GNVDE,Male,0,No,Yes,7,No,No,No,Yes,No,Yes,No,No,No internet service,Month-to-month,Yes,Electronic check,102.82,719.74,No
3836-GNVDE,Female,0,Yes,Yes,17,Yes,No phone service,DSL,No internet service,Yes,No internet service,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),26.56,451.52,No
2805-HZTQW,Male,0,Yes,No,48,Yes,No phone service,DSL,No,Yes,No,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),81.22,3898.56,No
7018-QPYBK,Male,0,Yes,No,52,Yes,Yes,DSL,Yes,No,No internet service,No,No,No internet service,Two year,No,Electronic check,70.36,3658.72,Yes
2172-MOTEO,Male,0,No,Yes,44,No,Yes,Fiber optic,No internet service,Yes,No,No,Yes,Yes,Two year,Yes,Mailed check,48.44,2131.36,No
5393-VHVEG,Female,0,Yes,Yes,25,No,Yes,DSL,No,No,No internet service,No,No internet service,Yes,One year,Yes,Mailed check,111.5,2787.5,No
1089-MOTEO,Female,0,Yes,No,41,No,No,Fiber optic,Yes,No internet service,No,No,Yes,Yes,One year,Yes,Electronic check,73.93,3031.13,No
4407-MOTEO,Female,0,No,No,17,No,No,Fiber optic,Yes,No,No internet service,No internet service,Yes,No,One year,No,Electronic check,103.01,1751.17,No
4455-MOTEO,Male,0,No,No,31,Yes,No,Fiber optic,Yes,Yes,No internet service,No,No internet service,Yes,One year,Yes,Mailed check,58.0,1798.0,No
1935-GNVDE,Male,0,No,Yes,14,Yes,No,DSL,No,Yes,No internet service,Yes,No,No internet service,Two year,No,Electronic check,74.62,1044.68,No
6750-GNVDE,Male,0,No,No,12,No,No,DSL,No internet service,Yes,Yes,Yes,No,No internet service,Month-to-month,No,Bank transfer (automatic),112.13,1345.56,No
1196-MOTEO,Female,0,Yes,No,26,Yes,No,DSL,No,No,No,No internet service,Yes,No internet service,One year,No,Electronic check,114.72,2982.72,No
6563-GNVDE,Female,0,No,No,71,Yes,No,DSL,No,Yes,Yes,No,No internet service,Yes,Two year,Yes,Bank transfer (automatic),96.78,6871.38,No
2914-HZTQW,Male,0,No,No,46,Yes,Yes,DSL,No,No,Yes,No internet service,No,No,Month-to-month,Yes,Credit card (automatic),28.09,1292.14,Yes
3350-HZTQW,Male,0,Yes,Yes,50,Yes,No,DSL,No,Yes,No,No,No internet service,Yes,One year,No,Bank transfer (automatic),26.41,1320.5,Yes
2306-GNVDE,Male,1,No,No,23,No,No,No,No,Yes,Yes,No internet service,No internet service,No,One year,No,Credit card (automatic),86.52,1989.96,No
9030-GNVDE,Female,0,Yes,No,68,No,Yes,DSL,Yes,Yes,No,No,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),29.94,2035.92,No
9637-VHVEG,Male,0,No,No,31,No,No phone service,No,No,Yes,No,No internet service,No,No internet service,One year,No,Electronic check,82.13,2546.03,No
1989-HZTQW,Male,0,Yes,Yes,40,Yes,No phone service,No,No internet service,Yes,No,Yes,No,No internet service,Two year,No,Credit card (automatic),89.74,3589.6,Yes
8263-VHVEG,Female,0,No,Yes,40,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),78.62,3144.8,Yes
1604-HZTQW,Female,0,Yes,Yes,20,Yes,Yes,No,No internet service,No internet service,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,108.52,2170.4,Yes
2105-GNVDE,Male,0,Yes,No,48,Yes,No phone service,Fiber optic,No,No internet service,Yes,No,No,Yes,Two year,No,Credit card (automatic),95.58,4587.84,Yes
1790-VHVEG,Female,0,No,No,41,Yes,No phone service,DSL,No,No,No,No,No internet service,Yes,Two year,No,Mailed check,57.46,2355.86,Yes
4638-MOTEO,Female,0,No,No,28,Yes,No,No,Yes,Yes,No,No internet service,No,No,One year,No,Bank transfer (automatic),43.3,1212.4,No
2224-VHVEG,Male,1,No,No,25,Yes,No,No,No internet service,Yes,Yes,Yes,No internet service,No internet service,One year,No,Mailed check,23.69,592.25,No
7352-GNVDE,Male,0,Yes,Yes,57,No,No phone service,No,Yes,No,Yes,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),56.1,3197.7,No
5535-HZTQW,Female,0,Yes,Yes,65,No,No,No,Yes,No,No,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,27.71,1801.15,No
8116-HZTQW,Female,0,No,Yes,29,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),26.56,770.24,Yes
8244-GNVDE,Female,0,No,Yes,15,No,Yes,DSL,Yes,No internet service,No,No internet service,No internet service,No,Two year,Yes,Bank transfer (automatic),54.23,813.45,No
5052-QPYBK,Male,0,Yes,No,2,Yes,No,DSL,Yes,Yes,No,Yes,No internet service,No,Two year,Yes,Mailed check,25.08,50.16,Yes
8259-MOTEO,Male,0,Yes,No,65,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),31.36,2038.4,No
7346-HZTQW,Female,0,Yes,Yes,30,Yes,Yes,Fiber optic,No internet service,No internet service,No,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),54.34,1630.2,Yes
1483-VHVEG,Female,0,No,No,55,Yes,No,Fiber optic,No internet service,No,No,No internet service,Yes,No,One year,No,Electronic check,28.14,1547.7,Yes
3457-GNVDE,Female,0,No,Yes,4,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,Yes,No,Yes,Month-to-month,No,Electronic check,60.13,240.52,No
9876-HZTQW,Male,0,Yes,Yes,21,Yes,No phone service,DSL,No internet service,No internet service,Yes,No,No internet service,No,Month-to-month,No,Credit card (automatic),71.05,1492.05,No
6731-QPYBK,Female,0,No,No,60,No,Yes,No,No internet service,Yes,No internet service,No internet service,Yes,No,Month-to-month,Yes,Credit card (automatic),105.29,6317.4,Yes
7458-QPYBK,Male,0,No,No,65,Yes,No phone service,No,No internet service,No internet service,Yes,No internet service,No,Yes,Two year,No,Electronic check,61.79,4016.35,No
1366-QPYBK,Female,0,Yes,No,37,No,Yes,No,No,Yes,No internet service,No,Yes,No,One year,Yes,Bank transfer (automatic),85.5,3163.5,No
1565-HZTQW,Male,0,Yes,Yes,64,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No,No internet service,No internet service,Two year,No,Electronic check,79.77,5105.28,Yes
6841-MOTEO,Female,1,No,No,28,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),61.56,1723.68,No
3339-GNVDE,Female,0,No,No,32,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Two year,Yes,Mailed check,91.07,2914.24,Yes
2679-GNVDE,Female,0,No,No,69,No,No,DSL,Yes,No,No,No,No,No internet service,Two year,No,Electronic check,106.77,7367.13,Yes
5864-GNVDE,Male,0,Yes,Yes,51,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),84.86,4327.86,Yes
4408-MOTEO,Female,0,No,Yes,62,No,No phone service,DSL,No internet service,No internet service,No internet service,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),82.7,5127.4,No
2290-QPYBK,Female,1,No,Yes,47,Yes,No phone service,DSL,No internet service,Yes,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),35.86,1685.42,No
5867-MOTEO,Male,1,No,Yes,3,Yes,No,DSL,No internet service,No internet service,Yes,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),61.25,183.75,No
5312-HZTQW,Female,0,No,Yes,63,No,Yes,Fiber optic,No internet service,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),53.49,3369.87,No
4500-VHVEG,Female,1,Yes,Yes,14,No,No,DSL,No internet service,No internet service,Yes,Yes,No,No,One year,Yes,Mailed check,74.6,1044.4,No
8337-MOTEO,Male,0,No,Yes,20,Yes,No,DSL,Yes,No internet service,No internet service,No,Yes,No internet service,One year,No,Electronic check,54.61,1092.2,No
8300-HZTQW,Female,0,Yes,Yes,4,Yes,No,DSL,Yes,Yes,No,Yes,No internet service,No internet service,Month-to-month,Yes,Mailed check,36.56,146.24,Yes
9452-QPYBK,Male,0,No,No,4,No,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),83.57,334.28,No
8469-GNVDE,Female,0,No,Yes,54,No,No,Fiber optic,Yes,No,Yes,No,No internet service,Yes,Month-to-month,No,Mailed check,68.71,3710.34,No
9631-VHVEG,Female,0,Yes,Yes,66,No,No phone service,Fiber optic,No internet service,No,No internet service,No internet service,Yes,No,One year,No,Mailed check,76.45,5045.7,No
